province,district,lat,lon
Kocaeli,Darıca,40.7793,29.3843
Kocaeli,Derince,40.8823,29.8901
Kocaeli,Dilovası,40.8346,29.5863
Kocaeli,Gebze,40.9046,29.5156
Kocaeli,Gölcük,40.6514,29.7948
Kocaeli,Kandıra,41.0415,30.0697
Kocaeli,Karamürsel,40.6145,29.6038
Kocaeli,Kartepe,40.6899,30.0834
Kocaeli,Körfez,40.8879,29.7681
Kocaeli,Çayırova,40.8456,29.3963
Kocaeli,İzmit,40.8461,30.0812
Konya,Ahırlı,37.2656,32.1187
Konya,Akören,37.4054,32.3368
Konya,Akşehir,38.3785,31.4324
Konya,Altınekin,38.3032,32.92
Konya,Beyşehir,37.6924,31.6736
Konya,Bozkır,37.1785,32.346
Konya,Cihanbeyli,38.7043,32.9703
Konya,Derbent,37.9943,31.9891
Konya,Derebucak,37.3821,31.5575
Konya,Doğanhisar,38.1375,31.6477
Konya,Emirgazi,37.9501,33.7631
Konya,Ereğli,37.6809,34.1524
Konya,Güneysınır,37.1992,32.6988
Konya,Hadim,36.9235,32.3183
Konya,Halkapınar,37.3874,34.3044
Konya,Hüyük,37.9132,31.6012
Konya,Ilgın,38.2807,31.8774
Konya,Kadınhanı,38.4773,32.1914
Konya,Karapınar,37.7362,33.512
Konya,Karatay,37.9574,32.9626
Konya,Kulu,39.0307,32.9816
Konya,Meram,37.7001,32.3455
Konya,Sarayönü,38.4857,32.4728
Konya,Selçuklu,38.0899,32.5286
Konya,Seydişehir,37.4598,31.9258
Konya,Taşkent,36.8866,32.5868
Konya,Tuzlukçu,38.4981,31.6965
Konya,Yalıhüyük,37.2792,32.0375
Konya,Yunak,38.763,31.8385
Konya,Çeltik,39.0003,31.8409
Konya,Çumra,37.531,32.851
Kütahya,Altıntaş,39.0536,30.0471
Kütahya,Aslanapa,39.2028,29.894
Kütahya,Domaniç,39.774,29.551
Kütahya,Dumlupınar,38.9062,29.9825
Kütahya,Emet,39.3418,29.3257
Kütahya,Gediz,38.9867,29.5281
Kütahya,Hisarcık,39.2062,29.2377
Kütahya,Kütahya Merkez,39.4167,30.07
Kütahya,Pazarlar,38.9615,29.122
Kütahya,Simav,39.1931,28.8595
Kütahya,Tavşanlı,39.5656,29.3623
Kütahya,Çavdarhisar,39.2307,29.6437
Kütahya,Şaphane,38.9699,29.2178
Kırklareli,Babaeski,41.4441,27.0697
Kırklareli,Demirköy,41.8716,27.7683
Kırklareli,Kofçaz,41.9814,27.1122
Kırklareli,Kırklareli Merkez,41.8082,27.2927
Kırklareli,Lüleburgaz,41.3981,27.4056
Kırklareli,Pehlivanköy,41.3877,26.9569
Kırklareli,Pınarhisar,41.6554,27.5215
Kırklareli,Vize,41.6074,27.8306
Kırıkkale,Bahşılı,39.7279,33.3321
Kırıkkale,Balışıh,39.9446,33.7663
Kırıkkale,Delice,39.9588,34.0456
Kırıkkale,Karakeçili,39.5599,33.3577
Kırıkkale,Keskin,39.6448,33.6916
Kırıkkale,Kırıkkale Merkez,39.8851,33.5785
Kırıkkale,Sulakyurt,40.1966,33.816
Kırıkkale,Yahşihan,39.8938,33.4113
Kırıkkale,Çelebi,39.4837,33.4987
Kırşehir,Akpınar,39.4868,33.9707
Kırşehir,Akçakent,39.6446,34.1001
Kırşehir,Boztepe,39.3351,34.3976
Kırşehir,Kaman,39.3287,33.7244
Kırşehir,Kırşehir Merkez,39.1689,34.0479
Kırşehir,Mucur,39.0884,34.3844
Kırşehir,Çiçekdağı,39.5695,34.3428
Malatya,Akçadağ,38.3684,37.8699
Malatya,Arapgir,38.9438,38.4866
Malatya,Arguvan,38.8529,38.2872
Malatya,Battalgazi,38.3186,38.5219
Malatya,Darende,38.5813,37.5923
Malatya,Doğanyol,38.2796,39.0422
Malatya,Doğanşehir,38.066,37.8608
Malatya,Hekimhan,38.8372,37.9651
Malatya,Kale,38.371,38.7805
Malatya,Kuluncak,38.8592,37.6585
Malatya,Pütürge,38.17,38.86
Malatya,Yazıhan,38.6028,38.1385
Malatya,Yeşilyurt,38.3096,38.213
Manisa,Ahmetli,38.5259,27.928
Manisa,Akhisar,38.9941,27.8248
Manisa,Alaşehir,38.3236,28.4551
Manisa,Demirci,38.9507,28.6784
Manisa,Gölmarmara,38.6792,27.9658
Manisa,Gördes,38.9434,28.2832
Manisa,Kula,38.5569,28.6243
Manisa,Köprübaşı,38.765,28.399
Manisa,Kırkağaç,39.1967,27.8597
Manisa,Salihli,38.5533,28.2216
Manisa,Saruhanlı,38.7892,27.6284
Manisa,Sarıgöl,38.2177,28.7233
Manisa,Selendi,38.7986,28.889
Manisa,Soma,39.2124,27.6389
Manisa,Turgutlu,38.4731,27.7503
Manisa,Yunus Emre,38.7425,27.2673
Manisa,Şehzadeler,38.6599,27.4765
Mardin,Artuklu,37.3354,40.719
Mardin,Dargeçit,37.545,41.7151
Mardin,Derik,37.3209,40.1722
Mardin,Kızıltepe,37.124,40.4917
Mardin,Mazıdağı,37.4867,40.4159
Mardin,Midyat,37.3698,41.3695
Mardin,Nusaybin,37.2013,41.5089
Mardin,Savur,37.5879,40.8612
Mardin,Yeşilli,37.3205,40.8588
Mardin,Ömerli,37.3742,41.0067
Mersin,Akdeniz,36.8827,34.7372
Mersin,Anamur,36.2686,32.7739
Mersin,Aydıncık,36.2102,33.315
Mersin,Bozyazı,36.2656,33.0017
Mersin,Erdemli,36.8228,34.1646
Mersin,Gülnar,36.3556,33.3332
Mersin,Mezitli,36.8447,34.4036
Mersin,Mut,36.7144,33.3332
Mersin,Silifke,36.5858,33.9482
Mersin,Tarsus,37.0789,34.8616
Mersin,Toroslar,36.9963,34.5061
Mersin,Yenişehir,36.8441,34.4998
Mersin,Çamlıyayla,37.2251,34.4447
Muğla,Bodrum,37.0664,27.4853
Muğla,Dalaman,36.8165,28.8907
Muğla,Datça,36.7305,27.5538
Muğla,Fethiye,36.6511,29.203
Muğla,Kara Ada,36.9774,27.463
Muğla,Kavaklıdere,37.4702,28.4084
Muğla,Köyceğiz,36.9647,28.755
Muğla,Marmaris,36.7893,28.1918
Muğla,Menteşe,37.2486,28.4353
Muğla,Milas,37.2742,27.778
Muğla,Ortaca,36.8006,28.6976
Muğla,Seydikemer,36.6371,29.4582
Muğla,Ula,37.0569,28.4281
Muğla,Yatağan,37.3357,28.1494
Muğla,Περιφερειακή Ενότητα Καλύμνου,36.4632,26.396
Muş,Bulanık,39.0925,42.1342
Muş,Hasköy,38.6495,41.7461
Muş,Korkut,38.7709,41.9044
Muş,Malazgirt,39.2224,42.4977
Muş,Muş Merkez,38.7767,41.4492
Muş,Varto,39.1997,41.398
Nevşehir,Acıgöl,38.538,34.525
Nevşehir,Avanos,38.8709,34.8537
Nevşehir,Derinkuyu,38.4003,34.6996
Nevşehir,Gülşehir,38.7622,34.5027
Nevşehir,Hacıbektaş,39.0013,34.6427
Nevşehir,Kozaklı,39.2111,34.7826
Nevşehir,Nevşehir Merkez,38.5872,34.7197
Nevşehir,Ürgüp,38.5928,34.9595
Niğde,Altunhisar,38.0286,34.2334
Niğde,Bor,37.8734,34.405
Niğde,Niğde Merkez,38.1215,34.9096
Niğde,Ulukışla,37.5446,34.58
Niğde,Çamardı,37.8596,35.0302
Niğde,Çiftlik,38.1729,34.455
Ordu,Akkuş,40.8148,36.968
Ordu,Altınordu,40.8921,37.9273
Ordu,Aybastı,40.6447,37.3772
Ordu,Fatsa,40.9667,37.515
Ordu,Gölköy,40.6579,37.6062
Ordu,Gülyalı,40.937,38.057
Ordu,Gürgentepe,40.8284,37.5791
Ordu,Kabadüz,40.6981,37.9058
Ordu,Kabataş,40.7491,37.4326
Ordu,Korgan,40.7377,37.2731
Ordu,Kumru,40.8471,37.2538
Ordu,Mesudiye,40.5318,37.7775
Ordu,Perşembe,41.0161,37.733
Ordu,Ulubey,40.8092,37.7485
Ordu,Çamaş,40.8941,37.5382
Ordu,Çatalpınar,40.8509,37.4553
Ordu,Çaybaşı,40.975,37.053
Ordu,Ünye,41.0105,37.2564
Ordu,İkizce,41.0035,37.0009
Osmaniye,Bahçe,37.2192,36.5964
Osmaniye,Düziçi,37.3003,36.4458
Osmaniye,Hasanbeyli,37.0837,36.4969
Osmaniye,Kadirli,37.4618,36.1694
Osmaniye,Osmaniye Merkez,37.0969,36.2957
Osmaniye,Sumbas,37.5698,36.0451
Osmaniye,Toprakkale,37.0632,36.1363
Rize,Ardeşen,41.0976,41.155
Rize,Derepazarı,40.999,40.4288
Rize,Fındıklı,41.2012,41.2305
Rize,Güneysu,40.9382,40.6533
Rize,Hemşin,40.9906,40.8835
Rize,Kalkandere,40.8965,40.4716
Rize,Pazar,41.1221,40.8973
Rize,Rize Merkez,40.9498,40.5324
Rize,Çamlıhemşin,40.9206,41.0625
Rize,Çayeli,40.9522,40.7879
Rize,İkizdere,40.6777,40.679
Rize,İyidere,40.9936,40.3666
Sakarya,Adapazarı,40.8443,30.3669
Sakarya,Akyazı,40.6604,30.6807
Sakarya,Arifiye,40.6773,30.3821
Sakarya,Erenler,40.6879,30.467
Sakarya,Ferizli,40.9988,30.4856
Sakarya,Geyve,40.4985,30.3529
Sakarya,Hendek,40.7992,30.7174
Sakarya,Karapürçek,40.6183,30.5101
Sakarya,Karasu,41.011,30.6715
Sakarya,Kaynarca,41.0606,30.364
Sakarya,Kocaali,40.9738,30.8524
Sakarya,Pamukova,40.515,30.1265
Sakarya,Sapanca,40.6559,30.2329
Sakarya,Serdivan,40.7808,30.3073
Sakarya,Söğütlü,40.9151,30.4847
Sakarya,Taraklı,40.4131,30.4821
Samsun,19 Mayıs,41.4806,36.056
Samsun,Alaçam,41.47,35.5237
Samsun,Asarcık,41.0223,36.2722
Samsun,Atakum,41.3354,36.1312
Samsun,Ayvacık,40.9746,36.6072
Samsun,Bafra,41.4823,35.8254
Samsun,Canik,41.174,36.2857
Samsun,Havza,41.0734,35.7276
Samsun,Kavak,41.1311,36.0337
Samsun,Ladik,40.9215,35.9814
Samsun,Salıpazarı,41.0381,36.8208
Samsun,Tekkeköy,41.1483,36.4813
Samsun,Terme,41.1441,37.0066
Samsun,Vezirköprü,41.1837,35.3218
Samsun,Yakakent,41.5776,35.3978
Samsun,Çarşamba,41.1554,36.6896
Samsun,İlkadım,41.2309,36.188
Siirt,Baykan,38.1382,41.7787
Siirt,Eruh,37.7418,42.1828
Siirt,Kurtalan,37.8959,41.6146
Siirt,Pervari,37.8513,42.5577
Siirt,Siirt,37.8694,41.9672
Siirt,Tillo,37.9461,42.03
Siirt,Şirvan,38.0859,42.1471
Sinop,Ayancık,41.8315,34.5954
Sinop,Boyabat,41.5056,34.7049
Sinop,Dikmen,41.5814,35.2087
Sinop,Durağan,41.4147,35.1937
Sinop,Erfelek,41.8407,34.8612
Sinop,Gerze,41.7384,35.1283
Sinop,Saraydüzü,41.3037,34.7721
Sinop,Sinop Merkez,41.8812,35.058
Sinop,Türkeli,41.8514,34.3721
Sivas,Akıncılar,40.0452,38.3847
Sivas,Altınyayla,39.2452,36.7457
Sivas,Divriği,39.377,38.0653
Sivas,Doğanşar,40.1594,37.5594
Sivas,Gemerek,39.2892,36.0382
Sivas,Gölova,40.0485,38.6446
Sivas,Gürün,38.799,37.1572
Sivas,Hafik,39.8887,37.3738
Sivas,Kangal,39.2047,37.4496
Sivas,Koyulhisar,40.3189,37.7931
Sivas,Sivas Merkez,39.747,37.0396
Sivas,Suşehri,40.1853,38.1494
Sivas,Ulaş,39.3982,37.0996
Sivas,Yıldızeli,39.8931,36.5007
Sivas,Zara,39.8287,37.7856
Sivas,İmranlı,39.771,38.1803
Sivas,Şarkışla,39.3831,36.3728
Tekirdağ,Ergene,41.2969,27.6521
Tekirdağ,Hayrabolu,41.1691,27.1293
Tekirdağ,Kapaklı,41.3298,28.0107
Tekirdağ,Malkara,40.923,26.9386
Tekirdağ,Marmaraereğlisi,41.0403,27.8127
Tekirdağ,Muratlı,41.162,27.5124
Tekirdağ,Saray,41.4471,27.8884
Tekirdağ,Süleymanpaşa,40.9713,27.3231
Tekirdağ,Çerkezköy,41.2628,27.9873
Tekirdağ,Çorlu,41.1141,27.7517
Tekirdağ,Şarköy,40.6801,27.1312
Tokat,Almus,40.3118,37.0117
Tokat,Artova,40.1295,36.253
Tokat,Başçiftlik,40.5213,37.1525
Tokat,Erbaa,40.7018,36.5943
Tokat,Niksar,40.5667,36.8886
Tokat,Pazar,40.2499,36.2382
Tokat,Reşadiye,40.4297,37.3744
Tokat,Sulusaray,39.9809,36.0514
Tokat,Tokat,40.2487,36.5615
Tokat,Turhal,40.3973,36.1231
Tokat,Yeşilyurt,39.9866,36.2709
Tokat,Zile,40.2545,35.7415
Trabzon,Akçaabat,40.959,39.5101
Trabzon,Araklı,40.7448,39.9613
Trabzon,Arsin,40.846,39.9242
Trabzon,Beşikdüzü,41.0132,39.2
Trabzon,Dernekpazarı,40.7759,40.1952
Trabzon,Düzköy,40.838,39.3902
Trabzon,Hayrat,40.7692,40.4122
Trabzon,Köprübaşı,40.7007,40.1199
Trabzon,Maçka,40.757,39.5729
Trabzon,Of,40.8816,40.2755
Trabzon,Ortahisar,40.894,39.7655
Trabzon,Sürmene,40.8038,40.0593
Trabzon,Tonya,40.8446,39.2864
Trabzon,Vakfıkebir,40.9896,39.3132
Trabzon,Yomra,40.8499,39.8455
Trabzon,Çarşıbaşı,41.0277,39.4224
Trabzon,Çaykara,40.6532,40.2483
Trabzon,Şalpazarı,40.8663,39.1871
Tunceli,Hozat,39.1163,39.2016
Tunceli,Mazgirt,38.9389,39.7337
Tunceli,Nazmiye,39.1964,39.8304
Tunceli,Ovacık,39.3595,39.3525
Tunceli,Pertek,38.9034,39.2894
Tunceli,Pülümür,39.4638,39.9717
Tunceli,Tunceli Merkez,39.1366,39.5334
Tunceli,Çemişgezek,39.0441,38.9255
Uşak,Banaz,38.7505,29.8148
Uşak,Eşme,38.4392,28.9601
Uşak,Karahallı,38.3585,29.5312
Uşak,Sivaslı,38.514,29.6689
Uşak,Ulubey,38.3781,29.2777
Uşak,Uşak,38.6703,29.2267
Van,Bahçesaray,38.0907,42.8125
Van,Başkale,38.0525,44.0801
Van,Edremit,38.4443,43.2154
Van,Erciş,39.1297,43.3514
Van,Gevaş,38.3713,42.9293
Van,Gürpınar,38.1212,43.6099
Van,Muradiye,38.9758,43.6855
Van,Saray,38.5258,44.181
Van,Tuşba,38.7252,43.2852
Van,Çaldıran,39.1275,44.0212
Van,Çatak,38.0014,43.0449
Van,Özalp,38.7144,43.9948
Van,İpekyolu,38.6092,43.6767
Yalova,Altınova,40.6424,29.4714
Yalova,Armutlu,40.5241,28.8925
Yalova,Termal,40.5967,29.1747
Yalova,Yalova Merkez,40.594,29.2674
Yalova,Çiftlikköy,40.624,29.4015
Yalova,Çınarcık,40.6068,29.0488
Yozgat,Akdağmadeni,39.7141,35.8548
Yozgat,Aydıncık,40.1668,35.2669
Yozgat,Boğazlıyan,39.2467,35.3023
Yozgat,Kadışehri,39.9971,35.8201
Yozgat,Saraykent,39.7741,35.551
Yozgat,Sarıkaya Deresi,39.5073,35.4045
Yozgat,Sorgun,39.8024,35.2631
Yozgat,Yenifakılı,39.231,35.0543
Yozgat,Yerköy,39.7061,34.4974
Yozgat,Yozgat Merkez,39.7565,34.7838
Yozgat,Çandır,39.2619,35.517
Yozgat,Çayıralan,39.382,35.696
Yozgat,Çekerek,40.0539,35.5038
Yozgat,Şefaatli,39.4893,34.7908
Zonguldak,Alaplı,41.1072,31.4763
Zonguldak,Devrek,41.168,31.941
Zonguldak,Ereğli,41.2446,31.6325
Zonguldak,Gökçebey,41.3036,32.1933
Zonguldak,Kilimli,41.4885,31.9187
Zonguldak,Kozlu,41.3558,31.7441
Zonguldak,Zonguldak Merkez,41.3792,31.8865
Zonguldak,Çaycuma,41.4652,32.1135
Çanakkale,Ayvacık,39.5704,26.3771
Çanakkale,Bayramiç,39.8387,26.7054
Çanakkale,Biga,40.2787,27.254
Çanakkale,Bozcaada,39.8171,26.0395
Çanakkale,Eceabat,40.2123,26.3322
Çanakkale,Ezine,39.8019,26.3042
Çanakkale,Gelibolu,40.5047,26.7251
Çanakkale,Gökçeada,40.1659,25.8314
Çanakkale,Lapseki,40.2571,26.7691
Çanakkale,Yenice,39.9056,27.3084
Çanakkale,Çan,39.9833,26.968
Çanakkale,Çanakkale,40.0745,26.5926
Çankırı,Atkaracalar,40.8336,33.0853
Çankırı,Bayramören,40.9928,33.1839
Çankırı,Eldivan,40.4895,33.4989
Çankırı,Ilgaz,40.9432,33.5907
Çankırı,Korgun,40.6916,33.4645
Çankırı,Kurşunlu,40.816,33.2994
Çankırı,Kızılırmak,40.3815,34.0018
Çankırı,Orta,40.6096,33.1231
Çankırı,Yapraklı,40.7241,33.8815
Çankırı,Çankırı Merkez,40.5642,33.8192
Çankırı,Çerkeş,40.814,32.8024
Çankırı,Şabanözü,40.4669,33.2661
Çorum,Alaca,40.163,34.9236
Çorum,Bayat,40.6372,34.2321
Çorum,Boğazkale,40.0306,34.5443
Çorum,Dodurga,40.8297,34.7667
Çorum,Kargı,41.1554,34.513
Çorum,Laçin,40.7915,34.8938
Çorum,Mecitözü,40.5084,35.3008
Çorum,Ortaköy,40.2879,35.2369
Çorum,Osmancık,41.0487,34.811
Çorum,Oğuzlar,40.7694,34.67
Çorum,Sungurlu,40.2054,34.315
Çorum,Uğurludağ,40.4656,34.4102
Çorum,Çorum Merkez,40.5093,34.8201
Çorum,İskilip,40.7546,34.4408
İstanbul,Adalar,40.8763,29.091
İstanbul,Arnavutköy,41.2483,28.6816
İstanbul,Ataşehir,40.9844,29.1459
İstanbul,Avcılar,41.0374,28.7172
İstanbul,Bahçelievler,41.0097,28.8386
İstanbul,Bakırköy,40.9809,28.8329
İstanbul,Bayrampaşa,41.0507,28.8985
İstanbul,Bağcılar,41.045,28.834
İstanbul,Başakşehir,41.1037,28.7721
İstanbul,Beykoz,41.1387,29.2216
İstanbul,Beylikdüzü,40.9879,28.6439
İstanbul,Beyoğlu,41.0428,28.9635
İstanbul,Beşiktaş,41.0716,29.0305
İstanbul,Büyükçekmece,41.057,28.5589
İstanbul,Esenler,41.0627,28.8697
İstanbul,Esenyurt,41.0492,28.658
İstanbul,Eyüpsultan,41.1653,28.8832
İstanbul,Fatih,41.0144,28.9548
İstanbul,Gaziosmanpaşa,41.0729,28.9018
İstanbul,Güngören,41.02,28.8748
İstanbul,Kadıköy,40.9811,29.0651
İstanbul,Kartal,40.9156,29.2031
İstanbul,Kâğıthane,41.0796,28.9854
İstanbul,Küçükçekmece,41.0211,28.7765
İstanbul,Maltepe,40.9439,29.1591
İstanbul,Pendik,40.9573,29.3549
İstanbul,Sancaktepe,40.9994,29.2256
İstanbul,Sarıyer,41.1717,29.0084
İstanbul,Silivri,41.1979,28.1957
İstanbul,Sultanbeyli,40.9682,29.2698
İstanbul,Sultangazi,41.1209,28.8752
İstanbul,Tuzla,40.8916,29.3718
İstanbul,Zeytinburnu,41.0053,28.9084
İstanbul,Çatalca,41.3196,28.4138
İstanbul,Çekmeköy,41.0729,29.295
İstanbul,Ümraniye,41.0272,29.1275
İstanbul,Üsküdar,41.0352,29.0573
İstanbul,Şile,41.0892,29.6415
İstanbul,Şişli,41.0665,28.989
İzmir,Aliağa,38.8072,27.0514
İzmir,Balçova,38.3805,27.0557
İzmir,Bayraklı,38.4867,27.1496
İzmir,Bayındır,38.2424,27.6579
İzmir,Bergama,39.1185,27.1472
İzmir,Beydağ,38.0951,28.2234
İzmir,Bornova,38.4686,27.2606
İzmir,Buca,38.3445,27.2628
İzmir,Dikili,39.0788,26.9299
İzmir,Foça,38.6701,26.8586
İzmir,Gaziemir,38.3181,27.1305
İzmir,Güzelbahçe,38.3353,26.8873
İzmir,Karabağlar,38.3472,27.0413
İzmir,Karaburun,38.5588,26.47
İzmir,Karşıyaka,38.5034,27.1135
İzmir,Kemalpaşa,38.4238,27.5273
İzmir,Kiraz,38.2284,28.3144
İzmir,Konak,38.422,27.1542
İzmir,Kınık,39.0438,27.3839
İzmir,Menderes,38.1495,27.1095
İzmir,Menemen,38.6257,27.069
İzmir,Narlıdere,38.3726,26.9751
İzmir,Seferihisar,38.1697,26.8939
İzmir,Selçuk,37.9483,27.3837
İzmir,Tire,38.0878,27.7212
İzmir,Torbalı,38.185,27.3368
İzmir,Urla,38.2862,26.6502
İzmir,Çeşme,38.3174,26.4486
İzmir,Çiğli,38.4921,26.9941
İzmir,Ödemiş,38.1921,28.0034
Şanlıurfa,Akçakale,36.8071,38.7795
Şanlıurfa,Birecik,37.0484,38.0862
Şanlıurfa,Bozova,37.2824,38.4191
Şanlıurfa,Ceylanpınar,36.9333,39.8457
Şanlıurfa,Eyyübiye,36.997,39.0138
Şanlıurfa,Halfeti,37.2966,38.0221
Şanlıurfa,Haliliye,37.2313,39.1031
Şanlıurfa,Harran,36.8438,39.1701
Şanlıurfa,Hilvan,37.5487,38.922
Şanlıurfa,Karaköprü,37.2974,38.7389
Şanlıurfa,Siverek,37.619,39.5229
Şanlıurfa,Suruç,36.9856,38.3594
Şanlıurfa,Viranşehir,37.2704,39.7768
Şırnak,Beytüşşebap,37.5767,43.0924
Şırnak,Cizre,37.2849,42.1128
Şırnak,Güçlükonak,37.5326,41.9504
Şırnak,Silopi,37.2521,42.4823
Şırnak,Uludere,37.4174,42.9336
Şırnak,İdil,37.2861,41.7987
Şırnak,Şırnak Merkez,37.5487,42.3619
